点赞数,评论数,转发数,发布时间,微博内容
3,0,6,2022-5-1 16:59,【#中欧商贸物流合作园区十年成长记#】中欧商贸物流合作园区成立于2012年11月，位于匈牙利首都布达佩斯，是中国在欧洲地区建设的首个商贸物流型境外经贸合作区。经过10年发展，园区已成为集商贸展示与交易、物流运输与仓储、产业投资与合作功能于一体的中欧企业双向互动平台。中欧商贸物流合作园区十年成长记 
3,0,2,2022-5-1 15:12,【马来西亚外贸增长强劲 看好RCEP驱动前景】世界银行近期发布报告显示，马来西亚在内需复苏、出口增长和边境重新开放的推动下，预计今年经济将增长5.5%。同时，马来西亚官方最新数据显示，该国一季度对外贸易增长强劲，同比增幅为23.6%。分析人士认为，作为外贸依存度较高的经济体，马来西亚外贸成绩亮眼，释放出经济复苏的乐观信号。不过，俄乌冲突、美联储加息以及新冠疫情对供应链冲击等因素带来更多外部风险，马来西亚应抓住《区域全面经济伙伴关系协定》（RCEP）
4,0,2,2022-5-1 13:10,【全球连线｜#RCEP助陆海新通道铁海联运班列剧增#】4月28日上午，一趟满载74箱纸浆、瓷砖、高岭土、石英砂等产品的铁海联运班列，从广西钦州铁路集装箱中心站驶出，2天后到达重庆团结村站。 中国一带一路网的微博视频 
7,0,7,2022-4-30 19:12,【全球连线｜中国代表：坚持大小国家一律平等，践行真正的多边主义】中国常驻联合国代表张军28日出席在联合国举行的“小国、多边主义和国际法”高级别圆桌会议时强调，面对层出不穷的挑战和危机，要坚持大小国家一律平等，维护国际法的权威性和普遍适用，践行真正的多边主义。 中国一带一路网的微博视频 
2,0,2,2022-4-30 17:58,【全球连线｜中国与突尼斯举行援突外交培训学院项目交接仪式】中国援建突尼斯外交培训学院项目线上交接仪式28日举行。中国商务部副部长钱克明和突尼斯外交部长杰兰迪代表两国签署交接证书。 中国一带一路网的微博视频 
3,0,2,2022-4-30 16:46,【2016年至2021年税务部门累计办理出口退（免）税8.75万亿元】国家税务总局副局长王道树28日介绍，2016年至2021年，税务部门累计办理出口退（免）税8.75万亿元，年均增长7.32%，有力促进了外贸稳定增长。 
2,0,1,2022-4-30 15:59,【全球连线｜促中西文化互鉴 #中国元素为莎翁故里增色#】汤显祖与莎士比亚同在1616年逝世。这两位同时期文豪都以流芳百世的经典作品，对文学产生了深远的影响。 中国一带一路网的微博视频 
0,0,2,2022-4-30 15:26,【全球连线｜味蕾无国界：#中国东盟美食共赏促交流#】近日，2022年广西国际美食创新交流大赛在南宁举办，东南亚菜、日韩料理、欧美西餐及国际融合菜系在活动现场展示，通过一道道美味佳肴，使中国美食文化和世界美食文化融为一体，呈现出多彩的世界美食文化。 中国一带一路网的微博视频 
5,0,2,2022-4-30 14:49,【强健国际贸易链：“世界超市”义乌实现外贸大增速】新冠疫情反复、海外采购商不便来华、运价原材料等各种成本上涨，给国际贸易带来严峻挑战。被称为“世界超市”的浙江义乌克服疫情不利影响，多措并举强健国际贸易链，今年1-3月实现进出口总值达1062.9亿元，同比增长63.9%。强健国际贸易链：“世界超市”义乌实现外贸大增速 
2,0,2,2022-4-29 19:42,【#中国援突尼斯青体中心项目五一前加紧施工#】中国援突尼斯本·阿鲁斯青体中心项目是中国在突重点工程，也是在当地“一带一路”主要项目。中国施工方克服新冠疫情及业主变更设计等不利因素，放弃五一节假日抓紧施工抢进度。 中国一带一路网的微博视频 
4,0,2,2022-4-28 17:04,【中企承建的以色列特拉维夫轻轨绿线大桥及车站工程开工】由中国电力建设集团有限公司（中国电建）承建的以色列特拉维夫轻轨绿线G3-4标段工程24日开始施工，将建设一座轻轨大桥和一座建筑面积2400平方米的轻轨地面车站。（新华社） 中企承建的以色列特拉维夫轻轨绿线大桥及车站工程开工 
2,0,2,2022-4-28 15:01,【比利时各地举办“国际中文日”庆祝活动】在4月20日第13个“联合国中文日”到来之际，来自比利时弗拉芒语、法语和德区三大语区的近30所大中小学、孔子学院、中文教学机构连日来先后举办丰富多彩的活动，庆祝“国际中文日”。（中国一带一路网）  比利时各地举办“国际中文日”庆祝活动 
4,0,3,2022-4-28 13:55,【中企承建柬埔寨首都新地标工程举行开工仪式】4月22日，中建三局一公司承建的柬埔寨外贸银行总部项目FTB TOWER在金边举行开工仪式。柬埔寨副首相兼国土资源、城市规划与建设部大臣谢索帕拉出席仪式，柬埔寨外贸银行副主席安万尼特主持仪式，柬埔寨金边新国际机场建设公司董事长方侨生应邀参加。项目位于金边市俄罗斯大道，毗邻首相府，地处市中心繁华地带，总建筑高度157米，总建筑面积7.8万平方米，为柬埔寨首都新地标工程。项目是一座将柬埔寨文化与当代建筑融为一体的现代化办公楼。FTB Tower预计耗时近三年完成，将成为柬埔寨外贸银行的新总部，成为开发和扩展银行创新产品和服务的重要枢纽。（一带一路网）
3,0,2,2022-4-28 11:52,【新华国际时评：#为全球抗疟贡献中国智慧与方案#】4月25日是“世界防治疟疾日”。1972年，中国科研人员成功提取出青蒿素并研发成药物治疗疟疾。时至今日，“中国神药”青蒿素仍是全球抗疟利器，以青蒿素类药物为主的联合疗法仍是当下治疗疟疾的最有效手段。据世界卫生组织不完全统计，青蒿素在全球特别是发展中国家已挽救数百万人的生命，每年治疗患者上亿人。作为中国传统医药献给世界的一份礼物，青蒿素的运用正在持续为全球健康事业作出积极贡献。（新华社）
4,0,3,2022-4-28 10:41,【第一报道 | 推动高质量共建“一带一路” 习近平这样强调】2019年4月26日，习近平出席第二届“一带一路”国际合作高峰论坛开幕式，并发表主旨演讲，强调共建“一带一路”为世界各国发展提供了新机遇，也为中国开放发展开辟了新天地。共建“一带一路”是习近平深刻思考人类前途命运以及中国和世界发展大势，推动中国和世界合作共赢、共同发展作出的重大决策。今天，共建“一带一路”已经搭建起广泛参与的国际合作平台，为全球治理体系改革提供了中国方案，成为推动构建人类命运共同体的生动实践，受到国际社会普遍欢迎，在世界发展史上具有重要里程碑意义。（新华社）
4,0,2,2022-4-27 18:31,【#非洲职业技术院校管理人员与骨干师资培训项目在内罗毕举行#】4月25日至26日，非洲职业技术院校管理人员与骨干师资培训项目线下教学在肯尼亚首都内罗毕举办。该项目由中国教育国际交流协会和非洲技术与应用型大学与学院协会主办，中国航空技术国际控股有限公司承办。本次线下培训包括在三个内罗毕及周边标志性项目围绕电气工程专业开展的现场学习及考察。来自肯尼亚科技大学的22名学员与非洲技术与应用型大学与学院协会的两名代表参与了本次活动。（新华社）
6,0,3,2022-4-27 17:31,【全球连线｜#中企承建的以色列特拉维夫轻轨绿线大桥及车站工程开工#】由中国电力建设集团有限公司（中国电建）承建的以色列特拉维夫轻轨绿线G3-4标段工程24日开始施工，将建设一座轻轨大桥和一座建筑面积2400平方米的轻轨地面车站。（新华社） 中国一带一路网的微博视频 
5,0,4,2022-4-27 16:30,【全球连线｜与西部共发展 #外资企业看好中国西北发展前景#】新加坡丰益国际有限公司在华投资的益海嘉里金龙鱼粮油食品股份有限公司，是一家大型农产品和食品加工企业。该公司在甘肃兰州新区兴建的分公司益海嘉里兰州粮油工业有限公司，目前正在紧锣密鼓建设中。企业负责人表示，中国持续加大西部大开发，优化西部营商环境。他们坚定看好中国市场，将与西部共同发展，推动当地粮油食品行业与“一带一路”沿线国家的互联互通，努力为中国粮油食品行业发展作贡献。（新华社）
3,0,2,2022-4-27 14:27,【全球连线｜“汉语桥”世界大学生中文比赛爱尔兰赛区决赛落幕】第21届“汉语桥”世界大学生中文比赛爱尔兰赛区决赛24日在都柏林大学孔子学院落幕。这是自疫情以来爱尔兰赛区首次在线下举办这一赛事。（新华社） 中国一带一路网的微博视频 
4,0,2,2022-4-27 14:18,【#我眼中的中国机遇#｜疫情下，这个码头不一般！】荷兰籍件杂货船“德尔塔斯”轮停靠在通州湾新出海口吕四起步港区通用码头泊位。此次靠泊的“德尔塔斯”轮于2022年4月8日进港，将装载风机叶片48片，运往澳大利亚。未来这里将同通州湾新出海口一期通道工程等，构筑成“港航货融合、江海河联动、公铁水互通”的综合集疏运体系，成为连接内外双循环的重要枢纽。本轮疫情发生后，作为码头的运营方，南通通洋港口有限公司对疫情下公司的生产经营、在港生活、居家办公等事项进行详细部署。使这个码头在疫情下“活”了起来。（新华社）
